user_olabel	user_slabel	o	s	olabel	slabel
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_pulmonary_valve	UBERON:0002146	UBERON:0002084	pulmonary valve	heart left ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_papillary_muscle_of_heart	UBERON:0002494	UBERON:0002080	papillary muscle of heart	heart right ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_papillary_muscle_of_heart	UBERON:0002494	UBERON:0002078	papillary muscle of heart	right cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_papillary_muscle_of_heart	UBERON:0002494	UBERON:0002094	papillary muscle of heart	interventricular septum
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_papillary_muscle_of_heart	UBERON:0002494	UBERON:0002134	papillary muscle of heart	tricuspid valve
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_papillary_muscle_of_heart	UBERON:0002494	UBERON:0002084	papillary muscle of heart	heart left ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_cardiac_atrium	UBERON:0002079	UBERON:0002078	left cardiac atrium	right cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_right_ventricle	UBERON:0002080	UBERON:0002079	heart right ventricle	left cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_right_ventricle	UBERON:0002080	UBERON:0002078	heart right ventricle	right cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_right_ventricle	UBERON:0002080	UBERON:0002135	heart right ventricle	mitral valve
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_right_ventricle	UBERON:0002080	UBERON:0002094	heart right ventricle	interventricular septum
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_right_ventricle	UBERON:0002080	UBERON:0002134	heart right ventricle	tricuspid valve
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_right_ventricle	UBERON:0002080	UBERON:0002084	heart right ventricle	heart left ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_interventricular_septum	UBERON:0002094	UBERON:0002080	interventricular septum	heart right ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_interventricular_septum	UBERON:0002094	UBERON:0002079	interventricular septum	left cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_interventricular_septum	UBERON:0002094	UBERON:0002078	interventricular septum	right cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_interventricular_septum	UBERON:0002094	UBERON:0002135	interventricular septum	mitral valve
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_interventricular_septum	UBERON:0002094	UBERON:0002134	interventricular septum	tricuspid valve
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_interventricular_septum	UBERON:0002094	UBERON:0002084	interventricular septum	heart left ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_left_ventricle	UBERON:0002084	UBERON:0002080	heart left ventricle	heart right ventricle
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_left_ventricle	UBERON:0002084	UBERON:0002079	heart left ventricle	left cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_left_ventricle	UBERON:0002084	UBERON:0002078	heart left ventricle	right cardiac atrium
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_left_ventricle	UBERON:0002084	UBERON:0002135	heart left ventricle	mitral valve
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_left_ventricle	UBERON:0002084	UBERON:0002094	heart left ventricle	interventricular septum
http://purl.org/ccf/latest/ccf.owl#VHMHeart	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_heart_left_ventricle	UBERON:0002084	UBERON:0002134	heart left ventricle	tricuspid valve
