user_olabel	user_slabel	o	s	olabel	slabel
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone__of_prostate_L	UBERON:8410025	UBERON:0035441	transition zone of prostate	apex of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone__of_prostate_L	UBERON:8410025	UBERON:8410027	transition zone of prostate	central zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone__of_prostate_L	UBERON:8410025	UBERON:8410026	transition zone of prostate	peripheral zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone__of_prostate_L	UBERON:8410025	UBERON:8410027	transition zone of prostate	central zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone__of_prostate_L	UBERON:8410025	UBERON:8410026	transition zone of prostate	peripheral zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone_of_prostate_R	UBERON:8410025	UBERON:0035441	transition zone of prostate	apex of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone_of_prostate_R	UBERON:8410025	UBERON:8410027	transition zone of prostate	central zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_transition_zone_of_prostate_R	UBERON:8410025	UBERON:8410026	transition zone of prostate	peripheral zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_central_zone_of_prostate_R	UBERON:8410027	UBERON:8410026	central zone of prostate	peripheral zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_central_zone_of_prostate_L	UBERON:8410027	UBERON:0000999	central zone of prostate	ejaculatory duct
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_central_zone_of_prostate_L	UBERON:8410027	UBERON:8410026	central zone of prostate	peripheral zone of prostate
http://purl.org/ccf/latest/ccf.owl#VHMProstate	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_central_zone_of_prostate_L	UBERON:8410027	UBERON:8410026	central zone of prostate	peripheral zone of prostate
