user_olabel	user_slabel	o	s	olabel	slabel
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_superior_lobar_bronchus	UBERON:0012065	UBERON:0004887	lobar bronchus of left lung upper lobe	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_superior_lobar_bronchus	UBERON:0012065	UBERON:0004887	lobar bronchus of left lung upper lobe	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_superior_lobar_bronchus	UBERON:0012065	UBERON:0012066	lobar bronchus of left lung upper lobe	lobar bronchus of left lung lower lobe
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_superior_lobar_bronchus	UBERON:0012065	UBERON:0004887	lobar bronchus of left lung upper lobe	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_inferior_lobar_bronchus	UBERON:0012066	UBERON:0004887	lobar bronchus of left lung lower lobe	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_left_inferior_lobar_bronchus	UBERON:0012066	UBERON:0004887	lobar bronchus of left lung lower lobe	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_tertiary_bronchi_L	UBERON:0002184	UBERON:0004887	segmental bronchus	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_tertiary_bronchi_L	UBERON:0002184	UBERON:0004887	segmental bronchus	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_tertiary_bronchi_L	UBERON:0002184	UBERON:0004887	segmental bronchus	left lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_lobar_bronchi_R	UBERON:0003404	UBERON:0004888	lobar bronchus of right lung	right lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_lobar_bronchi_R	UBERON:0003404	UBERON:0004888	lobar bronchus of right lung	right lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_lobar_bronchi_R	UBERON:0003404	UBERON:0002185	lobar bronchus of right lung	bronchus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_lobar_bronchi_R	UBERON:0003404	UBERON:0004888	lobar bronchus of right lung	right lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_lobar_bronchi_R	UBERON:0003404	UBERON:0004888	lobar bronchus of right lung	right lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_bronchus	UBERON:0002185	UBERON:0004888	bronchus	right lung hilus
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_bronchus	UBERON:0002185	UBERON:0004888	bronchus	right lung hilus
