user_slabel	user_olabel	s	o	slabel	olabel
http://purl.org/ccf/latest/ccf.owl#VHMThymus	http://purl.org/ccf/latest/ccf.owl#VHMThymus	UBERON:0002370	UBERON:0005457	Thymus	left thymus lobe
http://purl.org/ccf/latest/ccf.owl#VHMThymus	http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans_VH_M_thymus_lobe_R	UBERON:0005469	UBERON:0005457	right thymus lobe	left thymus lobe
